fecha,producto_id,cantidad_vendida,precio,stock_actual,nombre_producto,categoria,marca,descuento_porcentaje,clima_predominante,costo_envio
2025-08-25,PROD-105,9,250.0,106,Cafetera Espresso,Hogar,DeLonghi,0,Calor,8.77
2025-08-25,PROD-106,12,199.9,111,Silla Gamer,Muebles,SecretLab,0,Calor,3.19
2025-08-26,PROD-101,36,899.99,89,Smartphone Galaxy,Electrónica,Samsung,0,Calor,8.6
2025-08-26,PROD-102,44,120.0,108,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,2.89
2025-08-26,PROD-103,13,68.4,71,Chaqueta Invierno,Ropa y Calzado,NorthFace,20,Calor,4.27
2025-08-26,PROD-104,12,15.0,135,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,8.61
2025-08-26,PROD-105,8,250.0,98,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.81
2025-08-26,PROD-106,12,199.9,99,Silla Gamer,Muebles,SecretLab,0,Calor,9.47
2025-08-27,PROD-101,50,899.99,39,Smartphone Galaxy,Electrónica,Samsung,0,Calor,8.58
2025-08-27,PROD-102,52,120.0,56,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,9.94
2025-08-27,PROD-103,13,85.5,58,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,9.42
2025-08-27,PROD-104,14,15.0,121,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,8.93
2025-08-27,PROD-105,9,250.0,89,Cafetera Espresso,Hogar,DeLonghi,0,Calor,9.42
2025-08-27,PROD-106,12,159.92,87,Silla Gamer,Muebles,SecretLab,20,Calor,4.06
2025-08-28,PROD-101,42,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,9.6
2025-08-28,PROD-102,40,120.0,16,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,6.89
2025-08-28,PROD-103,11,85.5,47,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,6.42
2025-08-28,PROD-104,12,15.0,109,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,9.53
2025-08-28,PROD-105,3,250.0,86,Cafetera Espresso,Hogar,DeLonghi,0,Calor,3.31
2025-08-28,PROD-106,13,199.9,74,Silla Gamer,Muebles,SecretLab,0,Calor,2.22
2025-08-29,PROD-101,50,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,9.66
2025-08-29,PROD-102,54,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,4.1
2025-08-29,PROD-103,10,85.5,37,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,4.85
2025-08-29,PROD-104,11,15.0,98,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.78
2025-08-29,PROD-105,5,250.0,81,Cafetera Espresso,Hogar,DeLonghi,0,Calor,6.13
2025-08-29,PROD-106,16,199.9,58,Silla Gamer,Muebles,SecretLab,0,Calor,3.46
2025-08-30,PROD-101,51,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,5.76
2025-08-30,PROD-102,60,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,4.42
2025-08-30,PROD-103,13,85.5,24,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,3.01
2025-08-30,PROD-104,15,15.0,83,Protector Solar FPS50,Salud y Belleza,Nivea,0,Calor,7.97
2025-08-30,PROD-105,10,250.0,71,Cafetera Espresso,Hogar,DeLonghi,0,Calor,2.64
2025-08-30,PROD-106,22,199.9,36,Silla Gamer,Muebles,SecretLab,0,Calor,2.36
2025-08-31,PROD-101,64,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Calor,5.17
2025-08-31,PROD-102,52,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Calor,3.8
2025-08-31,PROD-103,11,85.5,13,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Calor,9.23
2025-08-31,PROD-104,20,10.5,63,Protector Solar FPS50,Salud y Belleza,Nivea,30,Calor,6.73
2025-08-31,PROD-105,9,250.0,62,Cafetera Espresso,Hogar,DeLonghi,0,Calor,5.3
2025-08-31,PROD-106,17,199.9,19,Silla Gamer,Muebles,SecretLab,0,Calor,8.33
2025-09-01,PROD-101,29,899.99,196,Smartphone Galaxy,Electrónica,Samsung,0,Templado,8.68
2025-09-01,PROD-102,53,120.0,193,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,8.31
2025-09-01,PROD-103,11,85.5,112,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,4.61
2025-09-01,PROD-104,4,15.0,59,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,5.16
2025-09-01,PROD-105,8,250.0,54,Cafetera Espresso,Hogar,DeLonghi,0,Templado,8.39
2025-09-01,PROD-106,14,199.9,179,Silla Gamer,Muebles,SecretLab,0,Templado,3.87
2025-09-02,PROD-101,22,899.99,174,Smartphone Galaxy,Electrónica,Samsung,0,Templado,9.97
2025-09-02,PROD-102,33,120.0,160,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,8.69
2025-09-02,PROD-103,14,85.5,98,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,7.44
2025-09-02,PROD-104,5,15.0,54,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,8.02
2025-09-02,PROD-105,8,225.0,46,Cafetera Espresso,Hogar,DeLonghi,10,Templado,2.56
2025-09-02,PROD-106,15,199.9,164,Silla Gamer,Muebles,SecretLab,0,Templado,8.29
2025-09-03,PROD-101,17,899.99,157,Smartphone Galaxy,Electrónica,Samsung,0,Templado,2.73
2025-09-03,PROD-102,33,120.0,127,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,3.83
2025-09-03,PROD-103,10,85.5,88,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,4.83
2025-09-03,PROD-104,4,15.0,50,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,7.85
2025-09-03,PROD-105,6,250.0,40,Cafetera Espresso,Hogar,DeLonghi,0,Templado,5.8
2025-09-03,PROD-106,14,199.9,150,Silla Gamer,Muebles,SecretLab,0,Templado,9.31
2025-09-04,PROD-101,30,899.99,127,Smartphone Galaxy,Electrónica,Samsung,0,Templado,7.8
2025-09-04,PROD-102,52,120.0,75,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,4.66
2025-09-04,PROD-103,10,85.5,78,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,5.1
2025-09-04,PROD-104,4,15.0,46,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,4.41
2025-09-04,PROD-105,7,250.0,33,Cafetera Espresso,Hogar,DeLonghi,0,Templado,3.56
2025-09-04,PROD-106,8,199.9,142,Silla Gamer,Muebles,SecretLab,0,Templado,5.03
2025-09-05,PROD-101,16,899.99,111,Smartphone Galaxy,Electrónica,Samsung,0,Templado,2.26
2025-09-05,PROD-102,57,120.0,18,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,3.16
2025-09-05,PROD-103,11,85.5,67,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,2.72
2025-09-05,PROD-104,5,15.0,41,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,5.35
2025-09-05,PROD-105,7,250.0,26,Cafetera Espresso,Hogar,DeLonghi,0,Templado,3.48
2025-09-05,PROD-106,14,199.9,128,Silla Gamer,Muebles,SecretLab,0,Templado,8.69
2025-09-06,PROD-101,24,899.99,87,Smartphone Galaxy,Electrónica,Samsung,0,Templado,5.62
2025-09-06,PROD-102,48,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,8.39
2025-09-06,PROD-103,14,85.5,53,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,4.86
2025-09-06,PROD-104,6,15.0,35,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,9.35
2025-09-06,PROD-105,10,250.0,16,Cafetera Espresso,Hogar,DeLonghi,0,Templado,2.02
2025-09-06,PROD-106,18,199.9,110,Silla Gamer,Muebles,SecretLab,0,Templado,4.57
2025-09-07,PROD-101,43,899.99,44,Smartphone Galaxy,Electrónica,Samsung,0,Templado,5.73
2025-09-07,PROD-102,45,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,3.06
2025-09-07,PROD-103,14,85.5,39,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,3.85
2025-09-07,PROD-104,4,15.0,31,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,9.08
2025-09-07,PROD-105,8,250.0,8,Cafetera Espresso,Hogar,DeLonghi,0,Templado,7.27
2025-09-07,PROD-106,19,199.9,91,Silla Gamer,Muebles,SecretLab,0,Templado,5.63
2025-09-08,PROD-101,27,899.99,190,Smartphone Galaxy,Electrónica,Samsung,0,Templado,7.7
2025-09-08,PROD-102,63,120.0,118,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,3.93
2025-09-08,PROD-103,13,85.5,205,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,7.75
2025-09-08,PROD-104,4,15.0,226,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,4.05
2025-09-08,PROD-105,8,250.0,113,Cafetera Espresso,Hogar,DeLonghi,0,Templado,2.57
2025-09-08,PROD-106,16,199.9,75,Silla Gamer,Muebles,SecretLab,0,Templado,2.07
2025-09-09,PROD-101,26,899.99,164,Smartphone Galaxy,Electrónica,Samsung,0,Templado,9.56
2025-09-09,PROD-102,30,120.0,88,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,3.76
2025-09-09,PROD-103,9,85.5,196,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,6.82
2025-09-09,PROD-104,4,15.0,222,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,5.07
2025-09-09,PROD-105,10,200.0,103,Cafetera Espresso,Hogar,DeLonghi,20,Templado,2.95
2025-09-09,PROD-106,17,199.9,58,Silla Gamer,Muebles,SecretLab,0,Templado,8.92
2025-09-10,PROD-101,32,899.99,132,Smartphone Galaxy,Electrónica,Samsung,0,Templado,9.12
2025-09-10,PROD-102,22,120.0,66,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,7.86
2025-09-10,PROD-103,13,85.5,183,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,6.83
2025-09-10,PROD-104,4,15.0,218,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,2.2
2025-09-10,PROD-105,8,250.0,95,Cafetera Espresso,Hogar,DeLonghi,0,Templado,2.12
2025-09-10,PROD-106,17,199.9,41,Silla Gamer,Muebles,SecretLab,0,Templado,3.97
2025-09-11,PROD-101,17,899.99,115,Smartphone Galaxy,Electrónica,Samsung,0,Templado,5.47
2025-09-11,PROD-102,28,120.0,38,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,8.08
2025-09-11,PROD-103,11,85.5,172,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,6.63
2025-09-11,PROD-104,5,15.0,213,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,4.09
2025-09-11,PROD-105,11,250.0,84,Cafetera Espresso,Hogar,DeLonghi,0,Templado,4.03
2025-09-11,PROD-106,12,199.9,29,Silla Gamer,Muebles,SecretLab,0,Templado,7.19
2025-09-12,PROD-101,33,629.99,82,Smartphone Galaxy,Electrónica,Samsung,30,Templado,4.0
2025-09-12,PROD-102,32,120.0,6,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,9.09
2025-09-12,PROD-103,8,68.4,164,Chaqueta Invierno,Ropa y Calzado,NorthFace,20,Templado,9.09
2025-09-12,PROD-104,4,15.0,209,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,9.77
2025-09-12,PROD-105,8,250.0,76,Cafetera Espresso,Hogar,DeLonghi,0,Templado,5.02
2025-09-12,PROD-106,13,199.9,16,Silla Gamer,Muebles,SecretLab,0,Templado,7.66
2025-09-13,PROD-101,36,899.99,46,Smartphone Galaxy,Electrónica,Samsung,0,Templado,7.01
2025-09-13,PROD-102,46,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,2.2
2025-09-13,PROD-103,8,85.5,156,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,5.86
2025-09-13,PROD-104,6,15.0,203,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,8.05
2025-09-13,PROD-105,9,250.0,67,Cafetera Espresso,Hogar,DeLonghi,0,Templado,3.58
2025-09-13,PROD-106,22,199.9,0,Silla Gamer,Muebles,SecretLab,0,Templado,7.57
2025-09-14,PROD-101,27,899.99,19,Smartphone Galaxy,Electrónica,Samsung,0,Templado,4.51
2025-09-14,PROD-102,43,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,8.45
2025-09-14,PROD-103,13,85.5,143,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,5.3
2025-09-14,PROD-104,6,15.0,197,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,5.05
2025-09-14,PROD-105,11,250.0,56,Cafetera Espresso,Hogar,DeLonghi,0,Templado,3.28
2025-09-14,PROD-106,16,199.9,0,Silla Gamer,Muebles,SecretLab,0,Templado,2.61
2025-09-15,PROD-101,25,899.99,132,Smartphone Galaxy,Electrónica,Samsung,0,Templado,5.61
2025-09-15,PROD-102,35,120.0,147,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,6.21
2025-09-15,PROD-103,6,85.5,137,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,6.03
2025-09-15,PROD-104,5,15.0,192,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,6.8
2025-09-15,PROD-105,5,250.0,51,Cafetera Espresso,Hogar,DeLonghi,0,Templado,7.51
2025-09-15,PROD-106,13,199.9,163,Silla Gamer,Muebles,SecretLab,0,Templado,4.02
2025-09-16,PROD-101,18,899.99,114,Smartphone Galaxy,Electrónica,Samsung,0,Templado,6.2
2025-09-16,PROD-102,41,120.0,106,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,7.59
2025-09-16,PROD-103,9,85.5,128,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,6.84
2025-09-16,PROD-104,6,15.0,186,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,3.85
2025-09-16,PROD-105,7,250.0,44,Cafetera Espresso,Hogar,DeLonghi,0,Templado,5.8
2025-09-16,PROD-106,14,199.9,149,Silla Gamer,Muebles,SecretLab,0,Templado,2.91
2025-09-17,PROD-101,27,719.99,87,Smartphone Galaxy,Electrónica,Samsung,20,Templado,6.29
2025-09-17,PROD-102,38,120.0,68,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,2.54
2025-09-17,PROD-103,11,85.5,117,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,6.28
2025-09-17,PROD-104,6,15.0,180,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,2.75
2025-09-17,PROD-105,6,250.0,38,Cafetera Espresso,Hogar,DeLonghi,0,Templado,7.01
2025-09-17,PROD-106,14,179.91,135,Silla Gamer,Muebles,SecretLab,10,Templado,6.61
2025-09-18,PROD-101,30,899.99,57,Smartphone Galaxy,Electrónica,Samsung,0,Templado,8.27
2025-09-18,PROD-102,42,120.0,26,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,7.51
2025-09-18,PROD-103,9,85.5,108,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,8.8
2025-09-18,PROD-104,5,15.0,175,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,6.88
2025-09-18,PROD-105,7,250.0,31,Cafetera Espresso,Hogar,DeLonghi,0,Templado,9.57
2025-09-18,PROD-106,12,199.9,123,Silla Gamer,Muebles,SecretLab,0,Templado,5.57
2025-09-19,PROD-101,32,899.99,25,Smartphone Galaxy,Electrónica,Samsung,0,Templado,7.21
2025-09-19,PROD-102,23,120.0,3,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,2.61
2025-09-19,PROD-103,11,85.5,97,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,8.13
2025-09-19,PROD-104,4,15.0,171,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,2.32
2025-09-19,PROD-105,10,250.0,21,Cafetera Espresso,Hogar,DeLonghi,0,Templado,6.31
2025-09-19,PROD-106,9,199.9,114,Silla Gamer,Muebles,SecretLab,0,Templado,5.02
2025-09-20,PROD-101,37,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Templado,6.99
2025-09-20,PROD-102,58,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,3.57
2025-09-20,PROD-103,13,85.5,84,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,5.06
2025-09-20,PROD-104,7,15.0,164,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,4.32
2025-09-20,PROD-105,10,250.0,11,Cafetera Espresso,Hogar,DeLonghi,0,Templado,5.88
2025-09-20,PROD-106,19,199.9,95,Silla Gamer,Muebles,SecretLab,0,Templado,8.28
2025-09-21,PROD-101,27,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Templado,8.41
2025-09-21,PROD-102,51,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,4.12
2025-09-21,PROD-103,8,85.5,76,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,7.82
2025-09-21,PROD-104,5,15.0,159,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,3.67
2025-09-21,PROD-105,10,250.0,1,Cafetera Espresso,Hogar,DeLonghi,0,Templado,2.89
2025-09-21,PROD-106,20,199.9,75,Silla Gamer,Muebles,SecretLab,0,Templado,8.55
2025-09-22,PROD-101,23,899.99,170,Smartphone Galaxy,Electrónica,Samsung,0,Templado,2.42
2025-09-22,PROD-102,45,120.0,106,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,5.64
2025-09-22,PROD-103,6,85.5,70,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,8.73
2025-09-22,PROD-104,5,15.0,154,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,5.56
2025-09-22,PROD-105,5,250.0,167,Cafetera Espresso,Hogar,DeLonghi,0,Templado,7.99
2025-09-22,PROD-106,14,199.9,61,Silla Gamer,Muebles,SecretLab,0,Templado,3.62
2025-09-23,PROD-101,18,899.99,152,Smartphone Galaxy,Electrónica,Samsung,0,Templado,4.99
2025-09-23,PROD-102,55,84.0,51,Zapatillas Running,Ropa y Calzado,Nike,30,Templado,7.45
2025-09-23,PROD-103,11,85.5,59,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,8.71
2025-09-23,PROD-104,6,15.0,148,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,5.64
2025-09-23,PROD-105,6,250.0,161,Cafetera Espresso,Hogar,DeLonghi,0,Templado,5.75
2025-09-23,PROD-106,12,199.9,49,Silla Gamer,Muebles,SecretLab,0,Templado,9.09
2025-09-24,PROD-101,30,899.99,122,Smartphone Galaxy,Electrónica,Samsung,0,Templado,5.19
2025-09-24,PROD-102,35,120.0,16,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,6.89
2025-09-24,PROD-103,10,85.5,49,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,9.37
2025-09-24,PROD-104,6,15.0,142,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,2.46
2025-09-24,PROD-105,10,250.0,151,Cafetera Espresso,Hogar,DeLonghi,0,Templado,3.76
2025-09-24,PROD-106,16,199.9,33,Silla Gamer,Muebles,SecretLab,0,Templado,9.68
2025-09-25,PROD-101,24,899.99,98,Smartphone Galaxy,Electrónica,Samsung,0,Templado,5.67
2025-09-25,PROD-102,20,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,4.53
2025-09-25,PROD-103,11,85.5,38,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,3.03
2025-09-25,PROD-104,4,15.0,138,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,7.77
2025-09-25,PROD-105,7,250.0,144,Cafetera Espresso,Hogar,DeLonghi,0,Templado,6.32
2025-09-25,PROD-106,15,139.93,18,Silla Gamer,Muebles,SecretLab,30,Templado,6.2
2025-09-26,PROD-101,30,899.99,68,Smartphone Galaxy,Electrónica,Samsung,0,Templado,7.85
2025-09-26,PROD-102,48,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,8.42
2025-09-26,PROD-103,10,85.5,28,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,7.48
2025-09-26,PROD-104,6,15.0,132,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,9.69
2025-09-26,PROD-105,5,250.0,139,Cafetera Espresso,Hogar,DeLonghi,0,Templado,3.62
2025-09-26,PROD-106,18,159.92,0,Silla Gamer,Muebles,SecretLab,20,Templado,3.01
2025-09-27,PROD-101,37,809.99,31,Smartphone Galaxy,Electrónica,Samsung,10,Templado,3.36
2025-09-27,PROD-102,39,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,7.2
2025-09-27,PROD-103,10,85.5,18,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,2.9
2025-09-27,PROD-104,6,15.0,126,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,9.88
2025-09-27,PROD-105,8,250.0,131,Cafetera Espresso,Hogar,DeLonghi,0,Templado,9.9
2025-09-27,PROD-106,17,199.9,0,Silla Gamer,Muebles,SecretLab,0,Templado,5.61
2025-09-28,PROD-101,25,899.99,6,Smartphone Galaxy,Electrónica,Samsung,0,Templado,3.66
2025-09-28,PROD-102,42,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,6.17
2025-09-28,PROD-103,15,85.5,3,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,6.53
2025-09-28,PROD-104,4,15.0,122,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,8.15
2025-09-28,PROD-105,11,250.0,120,Cafetera Espresso,Hogar,DeLonghi,0,Templado,8.78
2025-09-28,PROD-106,20,199.9,0,Silla Gamer,Muebles,SecretLab,0,Templado,6.29
2025-09-29,PROD-101,32,719.99,125,Smartphone Galaxy,Electrónica,Samsung,20,Templado,4.06
2025-09-29,PROD-102,38,120.0,162,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,8.82
2025-09-29,PROD-103,9,85.5,131,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,9.52
2025-09-29,PROD-104,5,13.5,117,Protector Solar FPS50,Salud y Belleza,Nivea,10,Templado,9.18
2025-09-29,PROD-105,3,250.0,117,Cafetera Espresso,Hogar,DeLonghi,0,Templado,5.35
2025-09-29,PROD-106,9,199.9,169,Silla Gamer,Muebles,SecretLab,0,Templado,7.83
2025-09-30,PROD-101,30,899.99,95,Smartphone Galaxy,Electrónica,Samsung,0,Templado,6.57
2025-09-30,PROD-102,44,120.0,118,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,5.52
2025-09-30,PROD-103,8,85.5,123,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,2.94
2025-09-30,PROD-104,6,15.0,111,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,3.31
2025-09-30,PROD-105,8,250.0,109,Cafetera Espresso,Hogar,DeLonghi,0,Templado,5.43
2025-09-30,PROD-106,17,199.9,152,Silla Gamer,Muebles,SecretLab,0,Templado,7.63
2025-10-01,PROD-101,27,899.99,68,Smartphone Galaxy,Electrónica,Samsung,0,Templado,4.06
2025-10-01,PROD-102,32,120.0,86,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,8.69
2025-10-01,PROD-103,10,85.5,113,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,9.89
2025-10-01,PROD-104,5,15.0,106,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,6.62
2025-10-01,PROD-105,9,250.0,100,Cafetera Espresso,Hogar,DeLonghi,0,Templado,3.5
2025-10-01,PROD-106,14,199.9,138,Silla Gamer,Muebles,SecretLab,0,Templado,4.05
2025-10-02,PROD-101,25,899.99,43,Smartphone Galaxy,Electrónica,Samsung,0,Templado,9.37
2025-10-02,PROD-102,36,120.0,50,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,4.12
2025-10-02,PROD-103,12,85.5,101,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,4.82
2025-10-02,PROD-104,4,15.0,102,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,2.96
2025-10-02,PROD-105,7,250.0,93,Cafetera Espresso,Hogar,DeLonghi,0,Templado,4.15
2025-10-02,PROD-106,18,199.9,120,Silla Gamer,Muebles,SecretLab,0,Templado,7.0
2025-10-03,PROD-101,20,899.99,23,Smartphone Galaxy,Electrónica,Samsung,0,Templado,9.34
2025-10-03,PROD-102,43,120.0,7,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,6.8
2025-10-03,PROD-103,14,68.4,87,Chaqueta Invierno,Ropa y Calzado,NorthFace,20,Templado,6.6
2025-10-03,PROD-104,3,15.0,99,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,3.42
2025-10-03,PROD-105,10,250.0,83,Cafetera Espresso,Hogar,DeLonghi,0,Templado,9.63
2025-10-03,PROD-106,16,199.9,104,Silla Gamer,Muebles,SecretLab,0,Templado,2.12
2025-10-04,PROD-101,25,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Templado,4.31
2025-10-04,PROD-102,52,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,2.89
2025-10-04,PROD-103,13,85.5,74,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,5.28
2025-10-04,PROD-104,6,15.0,93,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,7.2
2025-10-04,PROD-105,9,250.0,74,Cafetera Espresso,Hogar,DeLonghi,0,Templado,6.89
2025-10-04,PROD-106,21,199.9,83,Silla Gamer,Muebles,SecretLab,0,Templado,7.11
2025-10-05,PROD-101,28,899.99,0,Smartphone Galaxy,Electrónica,Samsung,0,Templado,2.61
2025-10-05,PROD-102,47,120.0,0,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,7.4
2025-10-05,PROD-103,11,85.5,63,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,2.82
2025-10-05,PROD-104,6,15.0,87,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,3.45
2025-10-05,PROD-105,9,250.0,65,Cafetera Espresso,Hogar,DeLonghi,0,Templado,6.69
2025-10-05,PROD-106,17,199.9,66,Silla Gamer,Muebles,SecretLab,0,Templado,3.06
2025-10-06,PROD-101,24,899.99,180,Smartphone Galaxy,Electrónica,Samsung,0,Templado,9.68
2025-10-06,PROD-102,31,120.0,106,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,2.4
2025-10-06,PROD-103,8,85.5,55,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,5.86
2025-10-06,PROD-104,5,15.0,82,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,5.88
2025-10-06,PROD-105,7,250.0,58,Cafetera Espresso,Hogar,DeLonghi,0,Templado,5.69
2025-10-06,PROD-106,10,199.9,56,Silla Gamer,Muebles,SecretLab,0,Templado,2.87
2025-10-07,PROD-101,17,899.99,163,Smartphone Galaxy,Electrónica,Samsung,0,Templado,3.74
2025-10-07,PROD-102,55,120.0,51,Zapatillas Running,Ropa y Calzado,Nike,0,Templado,7.15
2025-10-07,PROD-103,10,85.5,45,Chaqueta Invierno,Ropa y Calzado,NorthFace,0,Templado,2.2
2025-10-07,PROD-104,5,15.0,77,Protector Solar FPS50,Salud y Belleza,Nivea,0,Templado,9.23
